NodeId,Time,Size
10,122.511530,8
10,122.511530,9
10,122.511530,10
10,122.511530,11
0,122.758550,11
0,122.758550,12
10,122.836774,12
11,123.26943,12
11,123.26943,13
11,123.26943,14
6,123.26943,9
6,123.26943,10
10,123.26943,13
7,123.207008,17
2,123.241214,9
18,123.487623,17
0,132.378789,13
16,132.386371,14
16,132.386371,15
16,132.386371,16
2,133.18943,10
6,133.205017,11
6,133.205017,12
11,133.205017,15
11,133.205017,16
9,142.838775,15
2,143.200017,11
2,143.200017,12
6,143.240232,13
1,143.488622,17
10,143.658329,14
10,163.315701,15
3,163.654356,16
8,163.654357,16
10,163.654357,16
2,172.561292,13
2,172.561292,14
2,172.561292,15
5,172.842774,11
5,172.842774,12
11,173.240250,17
0,182.383372,14
9,182.560292,16
9,182.560292,17
0,182.846774,15
5,183.210017,13
5,192.503556,14
10,192.555292,17
0,192.555292,16
6,192.555292,14
6,192.555292,15
0,193.206017,17
16,193.206017,17
5,193.243249,15
5,193.243249,16
8,193.484630,17
14,203.488631,17
19,212.551310,17
2,243.658356,16
3,253.492665,17
12,272.561318,17
15,283.486684,17
5,283.658356,17
6,303.657357,16
