NodeId,Time,Size
19,82.374754,13
15,82.388336,14
18,82.388336,12
19,82.388337,14
1,82.441045,6
4,82.441046,13
14,82.441046,9
17,82.441046,12
7,82.510486,10
7,82.510486,11
18,82.510486,13
15,82.510486,15
1,82.510486,7
1,82.510486,8
9,82.510486,13
11,82.561284,8
11,82.561284,9
7,82.561285,12
7,82.561285,13
1,82.788372,9
1,82.788372,10
11,82.788372,10
14,83.18899,10
14,83.204001,11
1,83.204001,11
7,83.204002,14
13,83.485622,12
5,83.485622,13
17,83.485622,13
7,83.485622,15
16,83.485622,13
4,83.485623,14
1,83.537929,12
9,83.589581,14
0,83.655321,15
7,84.606099,16
9,87.171114,15
2,87.935042,10
17,92.40359,14
8,92.40359,10
8,92.67463,11
12,92.67463,13
18,92.67463,14
1,92.67463,13
3,92.67464,14
4,92.375771,15
4,92.375771,16
12,92.375771,14
12,92.375771,15
19,92.375771,15
17,92.388336,15
4,92.388336,17
12,92.502486,16
8,92.502486,12
8,92.502486,13
3,92.502486,15
14,93.41889,12
8,93.41890,14
1,93.206973,14
14,93.206973,13
8,93.206973,15
8,93.206973,16
17,93.206973,16
4,93.206973,18
12,95.231221,17
18,95.239505,15
11,95.248872,11
4,96.459942,19
7,99.121144,17
9,102.189429,16
13,102.379780,13
13,102.379780,14
13,102.383362,15
13,102.383362,16
11,102.556292,12
14,102.789372,14
1,103.19925,15
1,103.19925,16
9,103.19925,17
9,103.19925,18
19,103.205973,16
12,103.205973,18
7,103.205973,18
13,103.205974,17
17,105.620259,17
9,111.106722,19
11,112.60471,13
6,112.60472,6
18,112.67093,16
7,112.474372,19
14,112.510512,15
10,112.791380,10
18,113.205982,17
15,113.205982,16
14,113.654322,16
10,113.986257,11
13,118.561328,18
2,120.34630,11
11,120.449835,14
6,122.85837,7
6,122.85837,8
10,122.511530,12
10,122.511530,13
0,122.758550,16
11,123.26943,15
11,123.26943,16
6,123.26943,9
6,123.26943,10
10,123.26943,14
2,123.241214,12
10,123.957314,15
10,129.68432,16
0,132.378789,17
16,132.386371,14
16,132.386371,15
16,132.386371,16
3,133.180604,16
6,133.205017,11
6,133.205017,12
11,133.205017,17
11,133.205017,18
3,141.926465,17
2,143.200017,13
6,143.240232,13
10,143.414042,17
1,143.488622,17
6,154.110373,14
8,163.654357,17
2,172.561292,14
2,172.561292,15
2,172.561292,16
5,172.842774,14
5,172.842774,15
11,173.240250,19
0,182.383372,18
9,182.560292,20
0,182.846774,19
5,183.210017,16
5,192.503556,17
10,192.555292,18
6,192.555292,15
6,192.555292,16
16,193.206017,17
5,193.243249,18
5,193.243249,19
8,193.484630,18
14,200.563764,17
4,201.79202,20
14,201.151944,18
14,203.488631,19
11,212.208346,20
19,212.551310,17
1,213.440526,18
18,223.128960,18
0,223.689231,20
2,225.622081,17
12,227.812826,19
7,229.42470,20
2,243.658356,18
3,253.492665,18
12,272.561318,20
8,283.291203,19
15,283.486684,17
