NodeId,Time,Size
14,272.842801,17
1,272.842801,14
1,272.842801,15
14,273.203973,18
1,273.242231,16
0,273.663338,16
5,273.663339,13
6,277.521999,12
19,280.16754,15
5,280.286335,14
12,280.295435,15
6,280.396763,11
15,282.36395,17
15,282.153928,16
2,282.383397,16
7,282.384797,15
13,282.845783,10
13,282.845783,11
13,283.21917,12
0,292.44413,15
14,292.45036,17
6,292.383796,12
13,292.554284,13
5,292.786337,15
10,293.24934,18
19,293.247222,16
5,293.657347,16
6,297.915418,11
12,298.142371,14
5,298.144118,15
13,302.260585,12
2,302.569953,17
0,302.759524,16
12,303.25934,15
9,306.311147,17
10,317.990425,17
8,325.479995,14
4,336.89919,17
5,336.490711,14
8,349.636135,13
11,352.166250,13
10,361.22048,16
0,366.444101,15
1,370.604257,15
2,371.118238,16
1,381.483565,14
11,381.941822,12
8,390.122722,12
9,390.313708,16
2,391.811434,15
14,393.485077,16
15,397.891242,15
