NodeId,Time,Size
2,111.362084,1
18,111.931520,1
18,111.931520,0
10,112.501240,1
4,112.503542,2
9,112.818459,3
15,113.10727,1
9,114.710485,2
4,115.316956,3
10,115.780440,0
15,116.228804,0
11,117.227803,0
4,117.281150,2
9,117.464323,1
9,118.742238,0
13,120.320353,1
1,120.416905,3
17,120.416905,1
9,120.430211,1
4,121.803440,1
0,122.471580,0
17,123.24899,0
1,123.663329,2
14,123.767890,1
3,124.989042,1
13,125.428214,2
10,125.645174,1
4,125.663330,0
8,126.877372,2
3,127.642609,2
19,127.643233,1
1,128.138521,1
13,128.477721,1
9,128.489266,0
1,128.913974,0
14,128.943682,0
1,129.230282,1
8,129.407396,1
2,129.732966,0
9,131.813932,1
13,131.820721,0
13,131.820721,1
9,132.61147,2
10,134.200973,0
10,136.429509,1
3,136.555620,1
1,137.441032,0
10,138.1667,2
19,138.510512,0
9,139.559978,1
9,139.559978,0
6,140.396763,1
10,141.544428,1
10,141.740425,2
15,142.153928,1
13,143.617210,2
2,145.713577,1
3,145.749450,2
6,145.873708,2
10,146.16160,1
15,146.658356,0
12,146.663610,0
17,146.695897,1
13,146.859648,1
6,147.915418,3
6,148.915418,2
6,148.915418,1
6,150.563218,0
3,150.575343,1
3,151.740711,2
4,152.146367,1
13,153.243231,0
17,155.775493,0
13,155.866583,1
3,158.431518,1
3,161.454572,0
13,161.469972,0
4,162.627678,0
8,166.944596,0
2,168.942785,0
15,172.295358,1
4,174.606360,1
11,174.741695,1
11,176.88981,2
11,177.88981,1
8,177.463675,1
16,177.467028,1
1,177.467633,1
4,177.542577,2
4,178.542577,1
15,179.581502,0
11,180.42386,0
16,180.482540,0
1,184.645013,0
8,184.915276,0
8,185.170187,1
8,185.479995,2
2,185.962681,1
4,186.505881,2
16,186.605231,1
16,186.718459,2
8,186.718713,3
0,187.633393,1
10,187.990425,2
8,188.753599,2
16,190.234965,1
4,190.243357,1
2,191.249128,0
8,191.249128,1
6,192.857845,1
8,194.608754,2
16,195.488604,0
0,195.801991,0
0,195.921491,1
18,195.984254,1
0,197.228440,2
0,197.250461,3
9,197.251085,1
7,197.256948,1
0,197.264318,4
7,197.471936,2
0,198.950815,3
18,199.37018,0
7,200.504009,1
9,200.907295,0
10,201.79973,3
4,201.714070,2
7,201.811444,2
7,202.61444,1
10,204.795600,2
0,205.230936,2
4,205.230936,1
11,205.989919,1
5,206.188904,1
16,206.251648,1
4,206.268302,2
16,206.269413,2
11,206.838981,2
7,208.215433,0
8,208.241121,1
16,209.268186,1
3,209.536136,1
1,209.536759,1
8,209.636135,2
0,209.659006,1
0,210.274813,0
5,210.620174,2
11,211.296359,1
5,211.297009,3
5,211.313800,4
4,211.663263,1
5,212.89268,5
14,212.494731,1
11,212.494731,2
17,212.511581,1
8,212.745680,1
4,212.860671,2
6,213.487596,0
11,214.496049,3
16,214.497670,2
0,214.614202,1
11,214.739918,4
4,215.515701,1
10,215.745492,1
5,215.755621,4
4,216.515701,0
10,216.537999,0
11,216.550159,3
4,216.610563,1
5,216.755621,3
16,217.868313,1
11,218.947682,2
5,218.993587,2
5,218.993587,1
10,219.47987,1
10,219.76998,0
0,219.305338,2
16,219.397961,2
0,220.305338,1
16,221.961131,1
11,222.36367,1
0,222.166868,2
16,222.381771,0
1,222.923014,0
8,223.377372,2
9,225.129739,1
8,225.226434,3
1,225.998892,1
2,225.999517,1
19,226.140,1
8,226.227306,2
2,226.311434,2
4,227.66938,0
0,227.131317,1
8,227.908536,1
5,227.918048,0
2,229.104625,1
8,229.724016,2
1,229.729459,2
8,230.890800,3
5,230.891450,1
14,230.991450,2
10,231.22048,1
18,231.23212,1
2,231.136428,0
11,231.296726,2
4,231.312449,1
18,231.313101,2
19,231.315260,2
1,231.483565,3
8,233.200965,2
8,234.99983,1
18,234.322026,1
19,235.958453,1
14,236.43648,1
0,236.444101,2
2,236.486048,1
5,236.486596,0
10,237.322026,0
9,237.811147,2
13,238.20739,1
2,238.118542,2
19,238.122640,0
0,238.444101,1
14,238.473933,2
3,238.572659,0
9,239.197987,1
7,239.220846,1
7,239.464058,2
0,239.465746,2
4,240.520267,2
1,240.604257,4
11,240.607012,3
17,240.658756,0
9,241.18237,2
2,241.26745,3
14,241.496493,1
4,241.520267,1
8,241.825285,0
18,242.31386,0
14,242.78802,0
1,242.986271,5
14,243.485077,1
0,244.386540,1
13,244.510853,0
1,244.662356,4
11,245.356932,2
11,245.454686,3
9,245.500588,1
7,245.505116,1
2,246.513098,2
9,246.550087,0
0,247.229752,2
7,247.462382,2
1,247.667045,3
2,247.771874,1
17,247.876311,1
15,247.891242,1
3,247.905851,1
13,247.996432,1
1,248.773130,2
2,248.791607,0
11,249.789701,2
9,250.313708,1
8,250.919316,1
4,251.311345,0
2,251.811434,1
11,251.826438,1
3,251.977336,0
1,252.31394,1
8,256.984591,0
2,257.933519,0
8,260.122722,1
8,260.127622,2
13,260.260585,2
14,260.359935,2
2,261.315662,1
14,261.513120,3
6,261.618604,1
15,262.33172,0
11,262.57182,0
9,262.57182,0
13,262.260586,3
1,262.261237,2
0,262.379397,1
8,263.63553,1
6,264.829203,2
0,265.218485,0
14,265.545561,2
3,265.740711,1
14,265.741335,3
6,265.829203,1
2,268.212517,0
7,268.566162,1
1,268.663347,1
3,269.271558,0
0,269.311731,1
14,269.859940,2
17,270.516905,2
5,270.540452,1
14,270.879199,1
1,271.418162,0
2,271.856922,1
4,271.993788,1
0,272.388397,0
17,272.388397,1
13,273.485596,2
13,273.485596,1
7,275.349797,2
0,275.815737,1
4,276.664088,0
17,276.708500,0
7,277.303704,1
6,277.521999,2
7,279.219956,0
14,282.555284,0
13,283.490870,0
13,285.370060,1
5,286.213446,0
6,287.269950,1
8,288.217613,0
0,288.223493,0
19,288.468627,1
7,289.216190,1
7,289.561444,2
7,289.813424,3
0,292.44413,1
14,292.45036,1
7,292.61444,2
7,294.454936,1
12,295.982849,1
7,297.811897,0
5,298.144118,1
0,301.959192,0
14,301.963815,0
6,302.134770,2
5,302.183351,0
12,302.555284,0
2,302.569953,2
19,303.25934,0
2,303.817778,3
9,303.962084,1
6,306.904457,1
2,307.817778,2
2,307.817778,1
13,309.43486,0
9,309.561147,0
2,309.817778,0
6,309.904457,0
